generation,prev_avg_utility,avg_utility,avg_degree
0,40.920000,40.920000,11.940000
1,30.600000,38.980000,11.940000
2,35.320000,43.960000,11.920000
3,25.440000,39.300000,11.960000
4,35.820000,38.120000,11.920000
5,40.320000,40.320000,11.920000
6,39.520000,39.520000,11.920000
7,41.220000,46.860000,11.940000
8,41.520000,41.520000,11.940000
9,44.580000,44.580000,11.940000
10,37.860000,46.840000,11.960000
11,33.680000,38.720000,11.960000
12,44.380000,44.380000,11.960000
13,36.860000,38.260000,11.960000
14,41.480000,41.480000,11.960000
15,39.580000,39.580000,11.960000
16,42.360000,42.360000,11.960000
17,35.400000,36.800000,11.940000
18,37.480000,39.220000,11.940000
19,42.660000,42.660000,11.940000
20,33.880000,37.640000,11.920000
21,41.440000,41.440000,11.920000
22,39.140000,39.140000,11.920000
23,35.680000,36.500000,11.900000
24,37.800000,45.240000,11.860000
25,38.920000,39.820000,11.860000
26,40.900000,40.900000,11.860000
27,39.260000,39.260000,11.860000
28,33.380000,40.680000,11.880000
29,37.840000,38.060000,11.840000
30,42.560000,42.560000,11.840000
31,37.380000,45.860000,11.820000
32,37.960000,37.960000,11.820000
33,39.160000,39.160000,11.820000
34,37.720000,37.720000,11.820000
35,41.880000,41.880000,11.820000
36,42.560000,42.560000,11.820000
37,43.360000,43.360000,11.820000
38,42.280000,42.280000,11.820000
39,36.680000,40.980000,11.800000
40,43.200000,43.200000,11.800000
41,34.480000,44.060000,11.820000
42,29.440000,33.680000,11.800000
43,38.840000,42.700000,11.860000
44,32.020000,42.320000,11.800000
45,35.320000,39.480000,11.820000
46,35.640000,35.640000,11.820000
47,44.040000,44.040000,11.820000
48,35.860000,38.420000,11.820000
49,38.820000,40.320000,11.780000
50,34.280000,34.480000,11.760000
51,44.880000,44.880000,11.760000
52,44.040000,46.660000,11.780000
53,37.760000,38.720000,11.820000
54,37.080000,40.960000,11.780000
55,38.500000,38.500000,11.780000
56,31.080000,44.000000,11.760000
57,45.060000,45.060000,11.760000
58,40.900000,40.900000,11.760000
59,36.640000,36.640000,11.760000
60,39.660000,39.660000,11.760000
61,35.320000,35.320000,11.760000
62,40.600000,41.920000,11.740000
63,45.620000,45.620000,11.740000
64,33.740000,35.380000,11.740000
65,42.820000,42.820000,11.740000
66,42.500000,42.500000,11.740000
67,35.700000,47.180000,11.760000
68,41.860000,43.980000,11.780000
69,36.120000,42.280000,11.840000
70,32.660000,44.860000,11.840000
71,33.520000,33.520000,11.840000
72,35.580000,38.340000,11.880000
73,44.060000,44.060000,11.880000
74,41.480000,42.500000,11.840000
75,42.580000,42.580000,11.840000
76,39.560000,40.620000,11.900000
77,41.880000,41.880000,11.900000
78,40.600000,40.600000,11.900000
79,37.540000,37.540000,11.900000
80,40.720000,40.720000,11.900000
81,39.920000,42.560000,11.960000
82,38.880000,40.940000,11.980000
83,33.700000,35.940000,11.980000
84,36.240000,39.180000,12.000000
85,33.940000,35.720000,12.000000
86,38.140000,44.140000,11.980000
87,35.400000,41.840000,12.020000
88,34.080000,36.480000,12.040000
89,35.120000,39.020000,12.040000
90,35.420000,36.520000,11.980000
91,41.600000,41.600000,11.980000
92,38.800000,38.800000,11.980000
93,33.920000,38.340000,11.980000
94,44.420000,44.420000,11.980000
95,38.080000,38.080000,11.980000
96,36.580000,37.980000,12.000000
97,37.880000,37.880000,12.000000
98,38.580000,38.580000,12.000000
99,36.940000,37.820000,12.040000
100,40.100000,40.100000,12.040000
101,31.420000,33.680000,12.060000
102,47.040000,47.040000,12.060000
103,33.720000,40.780000,12.040000
104,43.260000,43.260000,12.040000
105,38.360000,38.960000,12.040000
106,31.600000,41.140000,12.040000
107,37.160000,41.500000,12.020000
108,39.520000,42.360000,12.000000
109,43.940000,43.940000,12.000000
110,44.460000,44.460000,12.000000
111,38.140000,38.140000,12.000000
112,47.500000,47.500000,12.000000
113,43.440000,43.440000,12.000000
114,40.620000,40.620000,12.000000
115,36.200000,39.400000,12.060000
116,41.900000,41.900000,12.060000
117,37.100000,39.280000,12.020000
118,43.380000,43.380000,12.020000
119,44.800000,44.800000,12.020000
120,41.380000,44.800000,12.020000
121,33.960000,41.520000,12.020000
122,42.380000,42.380000,12.020000
123,35.260000,35.260000,12.020000
124,38.600000,38.600000,12.020000
125,33.400000,34.440000,12.000000
126,40.040000,41.020000,11.980000
127,37.700000,37.700000,11.980000
128,41.000000,41.000000,11.980000
129,39.780000,46.640000,12.020000
130,44.040000,44.040000,12.020000
131,34.480000,46.100000,12.020000
132,42.240000,42.240000,12.020000
133,40.960000,40.960000,12.020000
134,33.360000,45.660000,12.060000
135,37.180000,37.360000,12.040000
136,40.060000,40.060000,12.040000
137,40.980000,40.980000,12.040000
138,37.300000,38.820000,12.020000
139,39.820000,39.820000,12.020000
140,32.180000,35.720000,12.000000
141,37.060000,37.060000,12.000000
142,38.440000,38.440000,12.000000
143,34.560000,40.660000,12.020000
144,35.700000,35.700000,12.020000
145,35.060000,36.360000,12.020000
146,31.660000,41.880000,12.020000
147,36.420000,36.420000,12.020000
148,37.980000,37.980000,12.020000
149,40.220000,40.220000,12.020000
150,34.240000,44.400000,11.980000
151,38.280000,38.280000,11.980000
152,39.840000,39.840000,11.980000
153,40.760000,41.560000,12.020000
154,43.780000,44.440000,12.060000
155,34.740000,41.040000,12.060000
156,34.860000,34.860000,12.060000
157,39.900000,39.900000,12.060000
158,45.840000,45.840000,12.060000
159,31.880000,40.160000,12.040000
160,34.460000,36.500000,12.080000
161,40.780000,43.600000,12.060000
162,42.240000,42.240000,12.060000
163,44.320000,44.320000,12.060000
164,40.000000,41.880000,12.060000
165,39.680000,40.380000,12.100000
166,38.740000,38.740000,12.100000
167,38.160000,38.160000,12.100000
168,39.480000,43.880000,12.060000
169,38.740000,38.740000,12.060000
170,43.640000,43.640000,12.060000
171,33.480000,41.640000,12.040000
172,31.900000,35.180000,12.040000
173,29.740000,36.140000,12.060000
174,41.380000,41.380000,12.060000
175,39.900000,39.900000,12.060000
176,40.700000,41.120000,12.060000
177,38.860000,41.440000,12.080000
178,37.440000,37.440000,12.080000
179,41.720000,41.720000,12.080000
180,43.240000,43.240000,12.080000
181,38.960000,40.400000,12.080000
182,40.180000,40.180000,12.080000
183,40.160000,40.160000,12.080000
184,40.100000,42.580000,12.020000
185,37.700000,39.020000,12.020000
186,36.380000,36.380000,12.020000
187,30.200000,41.380000,12.080000
188,38.480000,41.400000,12.080000
189,36.020000,43.700000,12.060000
190,35.800000,37.560000,12.040000
191,34.780000,34.780000,12.040000
192,46.900000,46.900000,12.040000
193,36.360000,36.360000,12.040000
194,34.700000,38.100000,12.120000
195,42.760000,42.760000,12.120000
196,37.160000,37.480000,12.060000
197,47.080000,47.080000,12.060000
198,39.440000,39.440000,12.060000
199,38.820000,38.820000,12.060000
200,35.860000,35.860000,12.060000
201,42.520000,42.520000,12.060000
202,30.820000,33.420000,12.080000
203,41.440000,41.440000,12.080000
204,38.900000,38.900000,12.080000
205,32.140000,32.140000,12.080000
206,40.800000,40.800000,12.080000
207,39.240000,39.240000,12.080000
208,43.220000,43.220000,12.080000
209,36.380000,41.000000,12.040000
210,38.980000,38.980000,12.040000
211,40.780000,40.840000,12.020000
212,33.400000,39.000000,12.040000
213,40.320000,40.320000,12.040000
214,45.000000,45.000000,12.040000
215,36.080000,39.400000,12.080000
216,40.820000,45.360000,12.100000
217,34.200000,37.880000,12.100000
218,43.560000,43.560000,12.100000
219,36.900000,41.840000,12.080000
220,38.020000,38.020000,12.080000
221,43.440000,43.440000,12.080000
222,28.700000,40.440000,12.100000
223,39.640000,39.640000,12.100000
224,41.880000,42.320000,12.060000
225,41.640000,42.660000,12.080000
226,37.720000,37.720000,12.080000
227,32.300000,32.480000,12.040000
228,36.280000,41.680000,12.040000
229,37.040000,42.780000,12.040000
230,42.660000,42.660000,12.040000
231,35.160000,36.080000,12.020000
232,40.600000,40.600000,12.020000
233,40.240000,45.200000,12.040000
234,36.780000,39.940000,12.080000
235,33.060000,35.080000,12.060000
236,35.580000,35.580000,12.060000
237,38.980000,38.980000,12.060000
238,32.500000,32.820000,12.040000
239,43.400000,43.400000,12.040000
240,39.100000,40.900000,12.060000
241,40.940000,43.500000,12.040000
242,37.820000,37.820000,12.040000
243,38.800000,44.160000,12.060000
244,42.760000,42.760000,12.060000
245,32.260000,40.600000,12.040000
246,45.220000,46.080000,12.040000
247,37.460000,38.040000,12.040000
248,36.980000,36.980000,12.040000
249,39.600000,39.600000,12.040000
250,36.840000,36.840000,12.040000
251,40.160000,40.160000,12.040000
252,35.880000,35.880000,12.040000
253,45.360000,45.360000,12.040000
254,37.220000,40.460000,12.120000
255,40.140000,40.140000,12.120000
256,32.540000,34.740000,12.120000
257,43.540000,45.760000,12.120000
258,39.200000,42.420000,12.140000
259,33.060000,44.000000,12.120000
260,38.600000,45.140000,12.080000
261,36.160000,36.160000,12.080000
262,36.320000,40.340000,12.100000
263,36.220000,36.220000,12.100000
264,44.400000,44.400000,12.100000
265,45.040000,45.040000,12.100000
266,30.660000,36.600000,12.180000
267,44.720000,44.720000,12.180000
268,47.160000,47.160000,12.180000
269,33.840000,38.580000,12.160000
270,32.920000,34.580000,12.140000
271,43.080000,43.080000,12.140000
272,31.880000,35.040000,12.080000
273,30.500000,45.600000,12.060000
274,33.300000,40.440000,12.040000
275,31.720000,40.020000,12.040000
276,39.280000,39.280000,12.040000
277,30.100000,37.160000,12.040000
278,38.860000,38.860000,12.040000
279,34.000000,36.120000,12.040000
280,32.360000,39.880000,12.060000
281,39.100000,43.720000,12.080000
282,31.540000,37.360000,12.040000
283,39.820000,44.240000,12.040000
284,36.480000,36.480000,12.040000
285,33.560000,33.560000,12.040000
286,40.580000,43.140000,12.080000
287,35.920000,36.360000,12.060000
288,38.520000,43.720000,12.060000
289,44.280000,44.280000,12.060000
290,33.960000,37.840000,12.040000
291,32.820000,37.680000,12.060000
292,35.160000,45.760000,12.080000
293,43.380000,43.380000,12.080000
294,35.940000,44.980000,12.180000
295,35.760000,41.120000,12.160000
296,35.300000,41.520000,12.180000
297,38.080000,38.760000,12.160000
298,38.280000,38.280000,12.160000
299,35.480000,35.480000,12.160000
300,30.100000,36.060000,12.140000
301,40.780000,40.780000,12.140000
302,36.480000,37.960000,12.160000
303,37.240000,41.340000,12.160000
304,33.020000,33.480000,12.180000
305,39.740000,39.740000,12.180000
306,36.460000,40.760000,12.160000
307,31.740000,43.840000,12.120000
308,35.060000,37.840000,12.080000
309,37.760000,38.940000,12.080000
310,46.140000,46.140000,12.080000
311,34.980000,42.880000,12.140000
312,42.220000,45.160000,12.140000
313,34.460000,34.460000,12.140000
314,31.380000,40.100000,12.120000
315,36.800000,36.800000,12.120000
316,45.300000,45.300000,12.120000
317,38.940000,38.940000,12.120000
318,29.840000,33.020000,12.080000
319,39.940000,39.940000,12.080000
320,46.700000,46.700000,12.080000
321,34.680000,38.540000,12.120000
322,46.800000,46.800000,12.120000
323,38.240000,38.240000,12.120000
324,36.180000,38.380000,12.120000
325,35.140000,36.880000,12.140000
326,35.660000,38.720000,12.140000
327,37.680000,37.680000,12.140000
328,41.760000,43.640000,12.200000
329,39.940000,39.940000,12.200000
330,40.440000,40.440000,12.200000
331,42.540000,42.540000,12.200000
332,34.560000,37.840000,12.200000
333,36.520000,41.040000,12.260000
334,33.820000,36.480000,12.300000
335,36.540000,39.880000,12.320000
336,35.500000,35.500000,12.320000
337,36.520000,40.140000,12.340000
338,44.080000,44.080000,12.340000
339,37.840000,39.080000,12.360000
340,37.840000,38.520000,12.360000
341,38.280000,38.280000,12.360000
342,42.400000,42.400000,12.360000
343,33.620000,35.400000,12.300000
344,31.580000,34.980000,12.260000
345,42.380000,42.380000,12.260000
346,33.340000,36.540000,12.300000
347,34.220000,44.700000,12.280000
348,40.780000,40.780000,12.280000
349,39.100000,40.380000,12.260000
350,40.960000,40.960000,12.260000
351,38.400000,38.400000,12.260000
352,37.960000,37.960000,12.260000
353,41.180000,43.880000,12.260000
354,31.420000,35.580000,12.260000
355,39.920000,42.300000,12.260000
356,37.220000,37.220000,12.260000
357,40.380000,40.380000,12.260000
358,38.760000,38.760000,12.260000
359,40.120000,40.120000,12.260000
360,40.380000,40.380000,12.260000
361,34.860000,45.800000,12.300000
362,35.520000,35.520000,12.300000
363,37.580000,37.580000,12.300000
364,43.400000,43.400000,12.300000
365,43.440000,43.440000,12.300000
366,31.080000,35.260000,12.340000
367,40.960000,40.960000,12.340000
368,39.860000,39.860000,12.340000
369,30.840000,43.680000,12.340000
370,32.740000,32.740000,12.340000
371,43.940000,43.940000,12.340000
372,40.720000,40.720000,12.340000
373,39.080000,39.080000,12.340000
374,40.980000,40.980000,12.340000
375,40.900000,40.900000,12.340000
376,42.980000,42.980000,12.340000
377,38.220000,38.220000,12.340000
378,38.820000,45.060000,12.340000
379,36.040000,42.000000,12.360000
380,28.840000,37.720000,12.420000
381,39.600000,41.680000,12.420000
382,41.640000,41.640000,12.420000
383,35.440000,39.140000,12.460000
384,33.620000,38.640000,12.440000
385,41.420000,41.420000,12.440000
386,37.860000,41.960000,12.400000
387,30.980000,37.720000,12.380000
388,35.280000,41.440000,12.360000
389,36.000000,36.000000,12.360000
390,36.440000,39.720000,12.360000
391,41.260000,44.120000,12.360000
392,36.000000,43.080000,12.400000
393,29.560000,31.280000,12.400000
394,37.000000,37.000000,12.400000
395,45.980000,45.980000,12.400000
396,36.800000,39.080000,12.420000
397,37.320000,38.320000,12.440000
398,38.120000,44.080000,12.400000
399,35.600000,41.960000,12.380000
400,42.360000,42.360000,12.380000
401,36.180000,38.620000,12.360000
402,36.900000,42.400000,12.320000
403,39.580000,41.100000,12.320000
404,37.100000,37.100000,12.320000
405,41.100000,41.100000,12.320000
406,39.680000,39.680000,12.320000
407,43.640000,43.640000,12.320000
408,44.640000,44.640000,12.320000
409,34.860000,36.000000,12.360000
410,42.780000,42.780000,12.360000
411,28.480000,38.260000,12.320000
412,36.760000,37.240000,12.320000
413,35.260000,41.420000,12.320000
414,34.880000,40.580000,12.380000
415,37.860000,37.860000,12.380000
416,38.120000,38.120000,12.380000
417,43.820000,43.820000,12.380000
418,44.860000,44.860000,12.380000
419,37.680000,40.560000,12.380000
420,39.920000,39.920000,12.380000
421,41.920000,41.920000,12.380000
422,37.200000,44.820000,12.380000
423,42.460000,42.460000,12.380000
424,43.700000,43.700000,12.380000
425,37.240000,37.240000,12.380000
426,41.920000,43.340000,12.360000
427,45.360000,45.360000,12.360000
428,34.960000,47.000000,12.360000
429,45.360000,45.360000,12.360000
430,35.380000,38.100000,12.340000
431,41.900000,41.900000,12.340000
432,28.840000,40.080000,12.340000
433,42.360000,42.360000,12.340000
434,41.580000,41.580000,12.340000
435,40.700000,40.700000,12.340000
436,38.940000,39.900000,12.380000
437,42.100000,42.100000,12.380000
438,38.560000,45.360000,12.460000
439,39.560000,43.080000,12.480000
440,34.500000,36.480000,12.460000
441,37.780000,41.980000,12.500000
442,37.520000,38.840000,12.480000
443,35.040000,39.980000,12.460000
444,37.280000,39.040000,12.440000
445,36.040000,36.040000,12.440000
446,43.180000,45.780000,12.400000
447,30.160000,43.140000,12.420000
448,39.040000,39.040000,12.420000
449,34.740000,38.160000,12.400000
450,33.840000,38.840000,12.420000
451,34.960000,34.960000,12.420000
452,35.000000,37.160000,12.320000
453,42.780000,42.780000,12.320000
454,37.580000,37.580000,12.320000
455,43.260000,43.260000,12.320000
456,42.820000,42.820000,12.320000
457,36.160000,36.160000,12.320000
458,35.580000,40.060000,12.360000
459,39.240000,39.240000,12.360000
460,38.040000,42.960000,12.300000
461,42.600000,42.600000,12.300000
462,32.000000,42.920000,12.320000
463,34.700000,43.220000,12.300000
464,28.000000,47.440000,12.300000
465,37.520000,37.520000,12.300000
466,35.940000,35.940000,12.300000
467,31.420000,33.720000,12.320000
468,38.720000,38.720000,12.320000
469,45.080000,45.080000,12.320000
470,37.220000,37.220000,12.320000
471,37.080000,37.080000,12.320000
472,42.160000,42.160000,12.320000
473,37.460000,42.400000,12.320000
474,37.960000,39.400000,12.340000
475,41.660000,41.660000,12.340000
476,34.120000,38.960000,12.400000
477,36.040000,38.540000,12.420000
478,29.460000,32.960000,12.460000
479,42.960000,42.960000,12.460000
480,38.480000,38.480000,12.460000
481,37.820000,47.260000,12.480000
482,37.860000,40.800000,12.480000
483,35.860000,43.240000,12.500000
484,39.100000,43.360000,12.520000
485,37.960000,37.960000,12.520000
486,38.200000,38.200000,12.520000
487,33.320000,38.280000,12.560000
488,34.880000,46.280000,12.540000
489,34.940000,42.800000,12.520000
490,28.680000,36.280000,12.560000
491,38.280000,42.440000,12.560000
492,43.800000,43.800000,12.560000
493,40.060000,40.520000,12.540000
494,37.020000,37.020000,12.540000
495,38.040000,38.040000,12.540000
496,43.000000,43.000000,12.540000
497,38.120000,43.820000,12.600000
498,42.280000,42.280000,12.600000
499,34.080000,41.900000,12.580000
500,29.300000,30.620000,12.600000
501,38.760000,38.760000,12.600000
502,34.920000,40.520000,12.600000
503,43.440000,43.440000,12.600000
504,39.200000,39.200000,12.600000
505,36.340000,40.920000,12.580000
506,39.340000,47.800000,12.600000
507,35.280000,40.300000,12.580000
508,32.540000,47.500000,12.580000
509,41.820000,41.820000,12.580000
510,34.400000,38.880000,12.600000
511,39.260000,39.260000,12.600000
512,39.380000,39.380000,12.600000
513,40.960000,40.960000,12.600000
514,44.760000,44.760000,12.600000
515,40.320000,40.320000,12.600000
516,34.860000,36.800000,12.580000
517,44.000000,44.000000,12.580000
518,33.920000,39.120000,12.600000
519,35.080000,36.680000,12.620000
520,44.600000,44.600000,12.620000
521,40.020000,40.020000,12.620000
522,39.720000,43.740000,12.640000
523,32.340000,45.780000,12.660000
524,31.300000,31.400000,12.660000
525,28.920000,36.120000,12.620000
526,33.840000,35.060000,12.600000
527,37.140000,42.400000,12.580000
528,38.000000,40.740000,12.580000
529,35.560000,35.560000,12.580000
530,42.720000,42.720000,12.580000
531,34.780000,42.080000,12.580000
532,38.260000,45.360000,12.560000
533,39.160000,39.160000,12.560000
534,38.960000,40.920000,12.540000
535,35.560000,42.060000,12.500000
536,38.840000,38.840000,12.500000
537,42.080000,42.080000,12.500000
538,34.640000,37.440000,12.520000
539,37.380000,37.380000,12.520000
540,42.380000,42.560000,12.600000
541,35.080000,38.700000,12.560000
542,33.340000,43.040000,12.560000
543,31.580000,36.520000,12.580000
544,38.680000,41.540000,12.640000
545,43.680000,43.680000,12.640000
546,34.780000,34.780000,12.640000
547,39.880000,44.480000,12.620000
548,32.600000,37.120000,12.580000
549,39.900000,39.900000,12.580000
550,41.800000,41.800000,12.580000
551,32.560000,39.200000,12.640000
552,43.120000,43.120000,12.640000
553,41.360000,42.520000,12.680000
554,46.280000,46.280000,12.680000
555,45.600000,45.600000,12.680000
556,44.600000,44.600000,12.680000
557,39.460000,42.520000,12.680000
558,33.820000,38.300000,12.660000
559,40.320000,40.320000,12.660000
560,38.260000,42.340000,12.680000
561,36.920000,36.920000,12.680000
562,41.900000,41.900000,12.680000
563,42.780000,42.780000,12.680000
564,33.320000,42.340000,12.680000
565,43.300000,44.740000,12.680000
566,34.440000,34.440000,12.680000
567,42.920000,42.920000,12.680000
568,38.940000,39.960000,12.700000
569,31.580000,40.340000,12.700000
570,34.140000,41.140000,12.680000
571,36.020000,41.880000,12.660000
572,33.000000,33.340000,12.700000
573,34.560000,34.840000,12.700000
574,31.400000,32.840000,12.720000
575,32.560000,32.560000,12.720000
576,32.740000,43.780000,12.740000
577,34.380000,37.820000,12.800000
578,33.420000,36.300000,12.820000
579,40.220000,40.220000,12.820000
580,46.120000,46.120000,12.820000
581,35.260000,40.000000,12.840000
582,35.540000,38.160000,12.860000
583,39.560000,39.560000,12.860000
584,31.000000,43.220000,12.880000
585,33.500000,33.500000,12.880000
586,32.520000,42.280000,12.880000
587,38.700000,38.700000,12.880000
588,37.200000,37.200000,12.880000
589,35.540000,38.000000,12.860000
590,32.060000,38.800000,12.900000
591,44.540000,44.540000,12.900000
592,35.360000,35.360000,12.900000
593,30.880000,36.820000,12.960000
594,40.440000,40.440000,12.960000
595,34.640000,35.820000,13.000000
596,36.520000,38.140000,12.980000
597,42.420000,42.420000,12.980000
598,37.100000,37.720000,12.940000
599,38.040000,45.500000,12.940000
600,36.340000,42.540000,12.920000
601,37.680000,42.620000,12.940000
602,32.600000,32.600000,12.940000
603,32.940000,37.420000,12.880000
604,38.860000,39.400000,12.900000
605,37.020000,39.720000,12.880000
606,35.280000,38.880000,12.880000
607,31.280000,45.580000,12.940000
608,40.280000,43.800000,12.960000
609,45.600000,45.600000,12.960000
610,34.680000,35.000000,12.940000
611,35.620000,39.400000,12.940000
612,37.020000,39.780000,13.000000
613,40.820000,40.820000,13.000000
614,44.100000,44.100000,13.000000
615,38.080000,38.080000,13.000000
616,34.660000,38.840000,12.980000
617,37.740000,41.960000,13.000000
618,37.400000,37.400000,13.000000
619,36.560000,36.560000,13.000000
620,32.780000,37.900000,12.960000
621,39.500000,39.500000,12.960000
622,35.640000,38.800000,12.940000
623,34.960000,42.000000,12.940000
624,32.160000,37.200000,12.940000
625,36.600000,36.600000,12.940000
626,31.320000,34.000000,12.940000
627,41.000000,41.000000,12.940000
628,32.380000,44.040000,13.020000
629,43.040000,43.040000,13.020000
630,31.740000,38.580000,13.020000
631,33.980000,33.980000,13.020000
632,40.800000,46.040000,13.020000
633,38.080000,38.080000,13.020000
634,36.400000,36.400000,13.020000
635,31.340000,42.140000,13.000000
636,39.180000,41.540000,12.960000
637,38.380000,38.380000,12.960000
638,38.580000,40.740000,12.960000
639,33.700000,35.420000,12.960000
640,34.440000,34.440000,12.960000
641,34.700000,34.700000,12.960000
642,42.240000,42.240000,12.960000
643,32.600000,33.120000,13.020000
644,34.740000,34.800000,13.040000
645,40.820000,42.060000,13.040000
646,37.880000,37.880000,13.040000
647,29.160000,39.840000,13.020000
648,38.240000,38.240000,13.020000
649,37.040000,37.040000,13.020000
650,44.560000,44.560000,13.020000
651,37.000000,37.000000,13.020000
652,42.720000,42.720000,13.020000
653,41.000000,41.000000,13.020000
654,44.040000,44.040000,13.020000
655,32.180000,43.080000,13.020000
656,33.980000,43.340000,12.980000
657,34.540000,41.120000,13.020000
658,35.880000,35.940000,13.020000
659,39.460000,39.460000,13.020000
660,35.940000,39.980000,13.040000
661,35.460000,42.740000,13.040000
662,43.380000,43.380000,13.040000
663,36.540000,36.540000,13.040000
664,34.160000,38.240000,13.060000
665,35.680000,35.720000,13.060000
666,37.620000,37.620000,13.060000
667,47.360000,47.360000,13.060000
668,36.100000,41.920000,13.060000
669,36.300000,43.420000,13.080000
670,41.580000,43.560000,13.060000
671,37.280000,37.280000,13.060000
672,33.440000,37.240000,13.060000
673,33.600000,42.220000,13.020000
674,33.180000,37.400000,13.040000
675,41.320000,41.320000,13.040000
676,37.360000,39.980000,13.060000
677,43.780000,48.800000,13.040000
678,41.200000,41.200000,13.040000
679,44.060000,44.060000,13.040000
680,36.960000,37.260000,13.080000
681,38.260000,39.620000,13.060000
682,37.100000,42.340000,13.060000
683,34.600000,40.600000,13.000000
684,38.520000,38.520000,13.000000
685,32.940000,39.280000,13.040000
686,34.540000,34.540000,13.040000
687,37.460000,39.860000,13.040000
688,30.420000,37.660000,13.080000
689,35.860000,35.860000,13.080000
690,32.720000,38.660000,13.060000
691,41.480000,43.860000,13.020000
692,34.320000,38.360000,13.060000
693,41.940000,41.940000,13.060000
694,39.840000,39.840000,13.060000
695,41.580000,43.160000,13.040000
696,36.180000,36.180000,13.040000
697,38.940000,41.200000,13.080000
698,39.460000,39.460000,13.080000
699,39.460000,39.460000,13.080000
700,38.400000,47.060000,13.080000
701,48.200000,48.200000,13.080000
702,44.240000,44.240000,13.080000
703,43.900000,43.900000,13.080000
704,43.080000,43.080000,13.080000
705,40.780000,40.780000,13.080000
706,44.780000,44.780000,13.080000
707,38.840000,41.660000,13.100000
708,40.660000,40.660000,13.100000
709,39.000000,39.000000,13.100000
710,37.080000,40.100000,13.060000
711,41.500000,42.360000,13.040000
712,42.120000,44.640000,13.000000
713,36.960000,41.720000,13.000000
714,38.820000,38.820000,13.000000
715,42.060000,42.060000,13.000000
716,33.020000,42.400000,13.000000
717,33.680000,38.160000,13.000000
718,40.500000,40.500000,13.000000
719,34.260000,42.000000,12.980000
720,30.800000,44.400000,12.940000
721,39.780000,39.780000,12.940000
722,38.100000,41.860000,12.940000
723,40.560000,42.020000,12.920000
724,32.720000,35.540000,12.920000
725,43.040000,43.040000,12.920000
726,40.840000,40.840000,12.920000
727,39.940000,39.940000,12.920000
728,39.260000,39.440000,12.880000
729,43.880000,43.880000,12.880000
730,40.900000,40.900000,12.880000
731,36.920000,40.520000,12.900000
732,31.880000,46.660000,12.860000
733,41.980000,41.980000,12.860000
734,39.660000,39.660000,12.860000
735,37.320000,37.320000,12.860000
736,41.820000,41.820000,12.860000
737,32.680000,38.500000,12.860000
738,40.480000,40.480000,12.860000
739,31.120000,39.620000,12.860000
740,34.520000,42.080000,12.800000
741,33.800000,40.900000,12.860000
742,46.840000,46.840000,12.860000
743,40.000000,40.540000,12.880000
744,41.240000,42.820000,12.880000
745,37.760000,37.760000,12.880000
746,38.520000,47.560000,12.820000
747,40.180000,40.180000,12.820000
748,38.960000,40.520000,12.860000
749,40.440000,40.680000,12.800000
750,38.660000,41.340000,12.720000
751,41.660000,41.660000,12.720000
752,35.100000,43.320000,12.800000
753,33.500000,41.460000,12.800000
754,31.780000,37.980000,12.760000
755,35.860000,35.860000,12.760000
756,39.260000,39.260000,12.760000
757,43.780000,43.780000,12.760000
758,33.920000,33.920000,12.760000
759,30.320000,41.620000,12.800000
760,36.660000,40.580000,12.820000
761,36.180000,36.180000,12.820000
762,40.220000,44.360000,12.880000
763,30.760000,30.760000,12.880000
764,38.220000,39.540000,12.840000
765,38.780000,38.780000,12.840000
766,37.060000,37.060000,12.840000
767,32.440000,43.840000,12.840000
768,33.340000,34.100000,12.880000
769,46.380000,46.380000,12.880000
770,34.560000,38.560000,12.920000
771,44.500000,44.500000,12.920000
772,44.880000,44.880000,12.920000
773,32.580000,38.540000,12.940000
774,39.320000,41.100000,12.940000
775,38.540000,38.540000,12.940000
776,30.080000,40.740000,12.980000
777,40.040000,41.740000,13.000000
778,31.700000,34.380000,12.960000
779,36.940000,36.940000,12.960000
780,34.180000,36.220000,12.940000
781,38.800000,38.800000,12.940000
782,40.240000,40.240000,12.940000
783,32.880000,38.840000,12.920000
784,37.280000,44.820000,12.900000
785,44.220000,44.220000,12.900000
786,35.020000,47.420000,12.900000
787,40.620000,40.620000,12.900000
788,35.440000,35.440000,12.900000
789,39.600000,45.160000,12.960000
790,40.960000,40.960000,12.960000
791,32.000000,41.240000,12.980000
792,35.420000,41.100000,13.020000
793,34.700000,34.700000,13.020000
794,39.580000,39.580000,13.020000
795,37.600000,37.600000,13.020000
796,36.680000,39.040000,12.980000
797,34.260000,43.780000,13.000000
798,42.080000,42.080000,13.000000
799,41.040000,41.040000,13.000000
800,40.100000,40.100000,13.000000
801,37.600000,38.960000,12.960000
802,36.720000,36.720000,12.960000
803,33.820000,40.460000,12.960000
804,36.620000,39.980000,12.940000
805,43.080000,43.080000,12.940000
806,39.300000,41.240000,12.900000
807,38.080000,40.120000,12.900000
808,34.420000,34.420000,12.900000
809,36.260000,41.900000,12.900000
810,39.860000,39.860000,12.900000
811,35.400000,45.580000,12.880000
812,39.300000,41.220000,12.880000
813,39.060000,39.060000,12.880000
814,35.140000,36.000000,12.900000
815,33.320000,37.540000,12.920000
816,33.800000,44.540000,12.940000
817,37.300000,37.300000,12.940000
818,32.840000,35.240000,12.960000
819,34.380000,34.380000,12.960000
820,39.460000,39.460000,12.960000
821,40.860000,40.860000,12.960000
